words	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust
kurye	0	0	0	0	0	0	0	0	0	1
kuş	0	0	0	0	0	0	0	0	0	0
kuş sürüsü	0	0	0	0	0	0	0	0	0	0
kuş tüyü	0	0	0	0	0	0	0	0	0	0
kuşak	0	0	0	0	0	0	0	0	0	0
kuşatma	1	0	0	1	0	1	0	1	0	0
kuşatmak	0	0	0	0	0	0	0	0	0	0
kuşhane	0	0	0	0	0	0	0	0	0	0
kuşkucu	0	0	0	0	0	0	0	0	0	0
kuşkulu	0	0	1	0	0	1	0	0	0	0
kuşkusuz	0	0	0	0	0	0	1	0	0	1
kusma	0	0	1	0	0	0	0	0	0	0
kusmak	0	0	1	0	0	0	0	0	0	0
kusmuğu	0	0	1	0	0	0	0	0	0	0
küspe	0	0	0	0	0	0	0	0	0	0
küstah	0	0	0	0	0	1	0	0	0	0
küstahlık	0	0	0	0	0	1	0	0	0	0
kusur	1	0	0	0	0	1	0	0	0	0
kusursuz	0	0	0	0	0	0	1	0	0	1
kütikül	0	0	0	0	0	0	0	0	0	0
kutlama	0	1	0	0	1	0	1	0	1	1
kütle	0	0	0	0	0	0	0	0	0	0
kutluyor	0	1	0	0	1	0	1	0	0	0
kutsal	0	0	0	0	0	0	0	0	0	0
Kutsal Kitap yorumu	0	0	0	0	0	0	0	0	0	0
kutsallaştırmak	0	1	0	0	1	0	1	1	1	1
kutsallık	0	1	0	1	1	0	1	0	1	1
kutsama	0	1	0	0	1	0	1	1	0	1
kutsamak	0	1	0	0	1	0	1	0	0	1
kutsanmış	0	0	0	0	0	0	0	0	0	0
Kutu	0	0	0	0	0	0	0	0	0	0
kütük	0	0	0	0	0	0	0	0	0	0
kutulama	0	0	0	0	0	0	0	0	0	0
kutup	0	0	0	0	0	0	0	0	0	0
kütüphane	0	0	0	0	0	0	1	0	0	0
kütüphaneci	0	0	0	0	0	0	0	0	0	0
kuvars	0	0	0	0	0	0	0	0	0	0
küvet	0	0	0	0	0	0	0	0	0	0
Kuvvet	1	0	0	1	0	1	0	0	0	0
kuvvetlendirmek	0	0	0	0	0	0	1	0	0	0
kuvvetli	0	0	0	0	0	0	0	0	0	0
kuyruk	0	0	0	0	0	0	0	0	0	0
kuyruklu	0	0	0	0	0	0	0	0	0	0
kuyrukluyıldız	0	0	0	0	0	0	0	0	0	0
kuytu	0	0	0	0	0	0	0	0	0	0
kuyumcu	0	0	0	0	0	0	0	0	0	0
kuzey	0	0	0	0	0	0	0	0	0	0
kuzgun	0	0	0	0	0	0	0	0	0	0
Kuzu	0	0	0	0	1	0	1	0	0	1
labirent	0	1	0	0	0	1	0	0	0	0
laboratuvar	0	0	0	0	0	0	0	0	0	0
ladin	0	0	0	0	0	0	1	0	0	0
lâf salatası	0	0	0	0	0	1	0	0	0	0
lağım	0	0	1	0	0	0	0	0	0	0
lağım çukuru	0	0	1	0	0	0	0	0	0	0
lahana	0	0	0	0	0	0	0	0	0	0
lahza	0	0	0	0	0	0	0	0	0	0
laik	0	1	0	0	0	0	0	0	0	0
laiklik	0	0	0	0	0	0	0	0	0	0
lak	0	0	0	0	0	0	0	0	0	0
lake	0	0	0	0	0	0	0	0	0	0
lâl	0	0	0	0	0	0	1	0	0	0
lâle	0	0	0	0	0	0	0	0	0	0
lama	0	0	0	0	0	0	0	0	0	0
Lamba	0	0	0	0	0	0	0	0	0	0
lamenting	0	0	0	0	0	0	0	1	0	0
Lane	0	0	0	0	0	0	0	0	0	0
lanet	1	0	1	1	0	1	0	1	0	0
lanet okuma	1	0	1	0	0	1	0	0	0	0
Lanet olsun	1	0	1	0	0	1	0	0	0	0
lanetlemek	0	0	0	0	0	0	0	0	0	0
lanetli	1	0	0	1	0	1	0	1	0	0
lapa	0	0	0	0	0	0	0	0	0	0
lapa lapa	0	0	0	0	0	0	0	0	0	0
lapsed	0	0	0	0	0	0	0	0	0	0
larva	0	0	0	0	0	0	0	0	0	0
lastik	0	0	0	0	0	0	0	0	0	0
lateks	0	0	0	0	0	0	0	0	0	0
lav	1	0	0	1	0	1	0	0	0	0
lavabo	0	0	0	0	0	0	0	0	0	0
lavaj	0	0	0	0	0	0	0	0	0	0
lavanta	0	0	0	0	0	0	0	0	0	0
lavman	0	0	1	0	0	0	0	0	0	0
layık	0	0	0	0	0	0	0	0	0	0
lazer	0	0	0	0	0	0	1	0	0	1
lehim	0	0	0	0	0	0	0	0	0	0
lehimleme	0	0	0	0	0	0	0	0	0	0
lejyon	0	0	0	0	0	0	0	0	0	0
leke	1	0	1	1	0	1	0	1	0	0
lekelemek	0	0	0	0	0	1	0	0	0	0
lekeleyen	1	0	0	0	0	1	0	0	0	0
lekesiz	0	0	0	0	0	0	1	0	0	1
lenf	0	0	0	0	0	0	0	0	0	0
lenfatik	0	0	0	0	0	0	0	0	0	0
lens	0	0	0	0	0	0	0	0	0	0
leopar	0	0	0	0	0	0	0	0	0	0
leş	0	0	1	1	0	1	0	1	0	0
letarji	0	0	0	0	0	1	0	1	0	0
levha	0	0	0	0	0	0	0	0	0	0
levrek	0	0	0	0	0	0	0	0	0	0
levye	0	0	0	0	0	0	0	0	0	0
leylak	0	0	0	0	0	0	0	0	0	0
leylak rengi	0	0	0	0	0	0	0	0	0	0
lezbiyen	0	0	0	0	0	0	0	0	0	0
lezbiyenlik	0	0	0	0	0	0	0	0	0	0
lezzet	0	0	0	0	0	0	0	0	0	0
lezzetli	0	0	0	0	1	0	1	0	0	0
lezzetsiz	0	0	0	0	0	1	0	0	0	0
liberal	0	0	0	0	0	0	0	0	0	0
liberalizm	0	0	0	0	0	0	0	0	0	0
libido	0	0	0	0	0	0	0	0	0	0
libretto	0	0	0	0	0	0	0	0	0	0
lider	0	0	0	0	0	0	1	0	0	1
lieu	0	0	0	0	0	0	0	0	0	0
lif	0	0	0	0	0	0	0	0	0	0
lifli	0	0	0	0	0	0	0	0	0	0
lig	0	0	0	0	0	0	1	0	0	0
ligasyonu	0	0	0	0	0	0	0	0	0	0
liken	0	0	0	0	0	0	0	0	0	0
likidatör	0	0	0	0	0	0	0	0	0	0
likidite	0	0	0	0	0	0	0	0	0	0
likör	0	0	0	0	0	0	0	0	0	0
liman	0	0	0	0	0	0	0	0	0	1
Limon	0	0	1	0	0	1	0	0	0	0
limuzin	0	0	0	0	0	0	0	0	0	0
lin	0	0	0	0	0	0	0	0	0	0
linç	1	0	1	1	0	1	0	1	0	0
lingual	0	0	0	0	0	0	0	0	0	0
linolyum	0	0	0	0	0	0	0	0	0	0
lir	0	0	0	0	1	0	1	0	0	0
lirik	0	0	0	0	0	0	0	0	0	0
lirik tarzında	0	0	0	0	1	0	1	0	0	0
lisans	0	0	0	0	0	0	0	0	0	0
lisanssız	0	0	0	0	0	1	0	0	0	0
liste	0	0	0	0	0	0	0	0	0	0
listeleme	0	0	0	0	0	0	0	0	0	0
litograf	0	0	0	0	0	0	0	0	0	0
litografi	0	0	0	0	0	0	0	0	0	0
litoloji	0	0	0	0	0	0	0	0	0	0
litosfer	0	0	0	0	0	0	0	0	0	0
lobi	0	0	0	0	0	0	0	0	0	0
lobici	0	0	0	0	0	1	0	0	0	0
loca	0	0	0	0	0	0	0	0	0	0
logaritma	0	0	0	0	0	0	0	0	0	0
logaritmik	0	0	0	0	0	0	0	0	0	0
logo	0	0	0	0	0	0	0	0	0	0
lojistik	0	0	0	0	0	0	0	0	0	0
lokal	0	0	0	0	0	0	0	0	0	0
lokanta	0	0	0	0	0	0	0	0	0	0
lokma	0	0	0	0	0	1	0	0	0	0
lokomotif	0	0	0	0	0	0	0	0	0	0
lolipop	0	0	0	0	0	0	0	0	0	0
lomber	0	0	0	0	0	0	0	0	0	0
lonca	0	0	0	0	0	0	0	0	0	0
lop	0	0	0	0	0	0	0	0	0	0
Lor	0	0	0	0	0	0	0	0	0	0
Lordlar	0	0	0	0	0	0	0	0	0	0
lordluk	0	0	0	0	0	0	1	0	0	0
lösemi	1	0	0	1	0	1	0	1	0	0
losyon	0	0	0	0	0	0	0	0	0	0
loto	0	0	0	0	0	0	0	0	0	0
lowlands	0	0	0	0	0	1	0	0	0	0
lüks	0	0	0	0	1	0	1	0	0	0
maaş	0	1	0	0	1	0	1	0	0	1
maç	0	0	0	0	0	0	0	0	0	0
macera	0	1	0	0	0	0	1	0	0	0
maceraperest	0	0	0	0	0	0	0	0	0	0
macun	0	0	0	0	0	0	0	0	0	0
madalya	0	1	0	0	1	0	1	0	1	1
madalya kazanan kimse	0	0	0	0	0	0	0	0	0	0
madalyon	0	0	0	0	0	0	0	0	0	0
madam	0	0	0	0	0	0	0	0	0	0
madde	0	0	0	0	0	0	0	0	0	0
maddeleri	0	0	0	0	0	0	0	0	0	0
maddi	0	0	0	0	0	0	0	0	0	0
maddi olmayan	0	0	0	0	0	0	0	0	0	0
maddiyat	0	0	0	0	0	0	0	0	0	0
madenci	0	0	0	0	0	0	0	0	0	0
madeni para	0	0	0	0	0	0	0	0	0	0
mafsal	0	0	0	0	0	0	1	0	0	0
mafya	0	0	0	1	0	1	0	0	0	0
mafya babası	0	0	0	0	0	0	0	0	0	0
mağara	0	0	0	0	0	0	0	0	0	0
mağara gibi	0	0	0	0	0	0	0	0	0	0
mağaza	0	1	0	0	0	0	1	0	0	0
mağdur	1	0	1	1	0	1	0	1	1	0
mağlup	0	0	0	0	0	1	0	1	0	0
mağma	0	0	0	0	0	0	0	0	0	0
mağrur	1	0	0	0	0	1	0	0	0	0
mahalle papazı	0	0	0	0	0	0	1	0	0	1
mahkeme	1	1	0	1	0	0	0	0	0	0
mahkeme çağrısı	0	0	0	0	0	1	0	0	0	0
mahkemeler	0	0	0	0	0	0	0	0	0	0
mahkumiyet	0	0	0	0	0	1	0	0	0	0
mahmuz	0	0	0	1	0	0	0	0	0	0
mahmuzlu	0	0	0	0	0	0	0	0	0	0
mahrem	0	0	0	0	0	1	0	0	0	1
mahsur	0	0	0	0	0	1	0	0	0	0
mahvetmek	1	0	0	1	0	1	0	1	0	0
mahvolmuş	0	0	0	0	0	1	0	1	0	0
mahzun	0	0	0	0	0	0	0	0	0	0
majeste	0	0	0	0	0	0	1	0	0	1
majör	0	0	0	0	0	0	1	0	0	0
makale	0	0	0	0	0	0	0	0	0	0
makara	0	0	0	0	0	0	0	0	0	0
makas	0	0	0	0	0	0	0	0	0	0
makası	0	0	0	0	0	0	0	0	0	0
makaslama	0	0	0	0	0	0	0	0	0	0
makbuzlar	0	0	0	0	0	0	0	0	0	0
makinalar	0	0	0	0	0	0	0	0	0	0
makine	0	0	0	0	0	0	0	0	0	1
makinist	0	0	0	0	0	0	0	0	0	0
maksimum	0	0	0	0	0	0	1	0	0	0
makul	0	0	0	0	0	0	1	0	0	0
makyaj	0	0	0	0	0	0	0	0	0	0
makyaj malzemeleri	0	0	0	0	0	0	0	0	0	0
mal	0	0	0	0	0	0	1	0	0	0
mal sahibi	0	0	0	0	0	0	0	0	0	0
mala	0	0	0	0	0	0	0	0	0	0
malgama	0	0	0	0	0	0	0	0	0	0
mali	0	0	0	0	0	0	0	0	0	0
malikâne	0	0	0	0	0	0	0	0	0	0
maliye	0	0	0	0	0	0	0	0	0	0
maliyet	0	0	0	0	0	0	0	0	0	0
malzeme	0	0	0	0	0	0	0	0	0	0
malzemeler	0	0	0	0	0	0	0	0	0	0
mamut	0	0	0	0	0	0	0	0	0	0
manâ	0	0	0	0	0	0	0	0	0	0
manastır	0	0	0	0	0	1	0	0	0	0
manastıra ait	0	0	0	0	0	0	0	0	0	0
mancınık	0	0	0	0	0	0	0	0	0	0
manda	0	0	0	0	0	0	0	0	0	0
mandal	0	0	0	0	0	0	0	0	0	0
mandalina	0	0	0	0	0	0	1	0	0	1
Mandıra	0	0	0	0	0	0	0	0	0	0
mandolin	0	0	0	0	0	0	0	0	0	0
mandrel	0	0	0	0	0	0	0	0	0	0
manevi	1	0	0	0	0	0	1	0	0	1
manevra	0	0	0	0	0	0	0	0	0	0
mangal kömürü	0	0	0	0	0	0	0	0	0	0
Mango	0	0	0	0	0	0	0	0	0	0
mangostan	0	0	0	0	0	0	0	0	0	0
manikür	0	0	0	0	0	0	0	0	0	0
manivela	0	0	0	0	0	0	0	0	0	0
manşet	0	0	0	0	0	0	0	0	0	0
mantar	0	0	0	0	0	0	0	0	0	0
mantığa aykırı görünen	0	0	0	0	0	0	0	0	0	0
mantık	0	0	0	0	0	0	0	0	0	0
mantıksal	0	0	0	0	0	0	1	0	0	0
mantıksız	0	0	0	0	0	1	0	0	0	0
mantıksızlık	0	0	0	0	0	1	0	0	0	0
Manuel	0	0	0	0	0	0	0	0	0	1
manyak	1	0	0	1	0	1	0	0	0	0
manyetit	0	0	0	0	0	0	1	0	0	0
manyetizma	0	0	0	0	0	0	1	0	0	0
manzara	0	0	0	0	0	0	0	0	0	0
mar	0	0	0	0	0	1	0	0	0	0
marangoz	0	0	0	0	0	0	0	0	0	0
mareşal	0	0	0	0	0	0	1	0	0	1
marifet	0	0	0	0	0	0	0	0	0	0
marjinal	0	0	0	0	0	0	0	0	0	0
market	0	0	0	0	0	0	0	0	0	0
marki	0	0	0	0	0	0	1	0	0	0
marmelat	0	0	0	0	0	0	0	0	0	0
marn	0	0	0	0	0	0	0	0	0	0
marş	0	0	0	0	0	0	0	0	0	0
Mart	0	0	0	0	0	0	1	0	0	0
martingal kayışı	0	0	0	0	0	1	0	0	0	0
martı	0	0	0	0	0	1	0	0	0	0
marul	0	0	0	0	0	0	0	0	0	0
maruz	0	0	0	0	0	1	0	0	0	0
maruz bırakmak	0	1	0	1	0	0	0	0	0	0
maşa	0	0	0	0	0	0	0	0	0	0
masaj	0	0	0	0	1	0	1	0	0	0
masal	0	0	0	0	0	0	0	0	0	0
masif	0	0	0	0	0	0	0	0	0	0
maskara	0	0	0	0	0	0	0	0	1	0
maskaralık	0	0	0	0	0	1	0	0	0	0
maskelemek	0	0	0	0	0	0	0	0	0	0
maskeli balo	0	0	0	0	0	0	0	0	0	0
masmavi	0	0	0	0	0	0	0	0	0	0
mason	0	0	0	0	0	0	0	0	0	0
mastürbasyon	0	0	0	0	0	0	0	0	0	0
mastürbasyon yapmak	0	0	0	0	0	0	0	0	0	0
masum	0	0	0	0	0	0	1	0	0	1
mat	0	0	0	0	0	0	0	0	0	0
matbaacılık	0	0	0	0	0	0	0	0	0	0
matem elbisesi	0	0	0	0	0	1	0	1	0	0
matematik	0	0	0	0	0	0	0	0	0	0
matematikçi	0	0	0	0	0	0	0	0	0	0
matematiksel	0	0	0	0	0	0	0	0	0	1
materyalist	0	0	1	0	0	1	0	0	0	0
materyalizm	0	0	0	0	0	1	0	0	0	0
matkap	0	0	0	0	0	0	0	0	0	0
matris	0	0	0	0	0	0	0	0	0	0
mavi	0	0	0	0	0	0	0	1	0	0
mavimsi	0	0	0	0	0	0	0	0	0	0
mavna	0	0	0	0	0	0	0	0	0	0
maya	0	1	0	0	0	1	0	0	0	0
maydanoz	0	0	0	0	0	0	0	0	0	0
Mayın	0	0	0	0	0	0	0	0	0	0
maymun	0	0	0	0	0	0	0	0	0	0
mayt	0	0	1	0	0	1	0	0	0	0
mazeret	0	0	0	0	0	0	0	0	0	0
mazgal	0	0	0	0	0	0	0	0	0	0
mazoşizm	1	0	1	1	0	1	0	0	0	0
mazur görülebilir	0	0	0	0	0	0	1	0	0	1
meç	0	0	0	0	0	0	0	0	0	0
mecaz	0	0	0	0	0	0	0	0	0	0
mecazi	0	0	0	0	0	0	0	0	0	0
mecbur	0	0	0	0	0	0	0	0	0	0
mecbur etmek	0	0	0	0	0	1	0	0	0	1
mecburi görev	0	0	0	0	0	0	0	0	0	0
meclis	0	0	0	0	0	0	0	0	0	0
medeniyet	0	0	0	0	0	0	1	0	0	1
meditasyon	0	0	0	0	0	0	0	0	0	0
medya	0	0	0	0	0	0	0	0	0	0
medyan	0	0	0	0	0	0	0	0	0	0
medyumlar	0	0	0	0	0	0	0	0	0	0
mekan	0	0	0	0	0	0	0	0	0	0
mekân	0	0	0	0	0	0	0	0	0	0
mekanik	0	0	0	0	0	0	0	0	0	0
mekanizma	0	0	0	0	0	0	0	0	0	0
mektup	0	0	0	0	0	0	0	0	0	0
melankoli	0	0	0	0	0	1	0	1	0	0
melankolik	0	0	0	0	0	1	0	1	0	0
melek	0	1	0	0	1	0	1	0	1	1
melek gibi	0	0	0	0	1	0	1	0	0	1
melez	0	0	0	0	0	0	0	0	0	0
melodi	0	0	0	0	0	0	0	0	0	0
melodram	1	0	0	0	0	1	0	1	0	0
melodram tarzında	0	0	0	0	0	0	0	0	0	0
meme	0	0	0	0	0	1	0	0	0	0
memeli	0	0	0	0	0	0	0	0	0	0
memnun	0	1	0	0	1	0	1	0	0	0
memnun olmak	0	1	0	0	1	0	1	0	1	0
memnuniyet	0	0	0	0	0	0	1	0	0	0
memnuniyetsizlik	0	0	0	0	0	1	0	0	0	0
menderes	0	0	0	0	0	0	0	0	0	0
mendil	0	0	0	0	0	0	0	0	0	0
menekşe	0	0	0	0	0	0	0	0	0	0
menetmek	0	0	0	0	0	1	0	1	0	0
menfaat	0	0	0	0	0	0	0	0	0	0
mengene	0	0	0	0	0	1	0	0	0	0
meni	0	0	0	0	0	0	0	0	0	0
menisküs	0	0	0	0	0	0	0	0	0	0
Menşei	0	0	0	0	0	0	0	0	0	0
menteşe	0	0	0	0	0	0	0	0	0	0
Menü	0	0	0	0	0	0	0	0	0	0
merak	0	1	0	0	0	0	1	0	1	0
meraklı	0	0	0	0	0	0	1	0	0	0
meram	0	0	0	0	0	0	0	0	0	0
mercan	0	0	0	0	0	0	0	0	0	0
mercek	0	0	0	0	0	0	0	0	0	0
merdiven	0	0	0	0	0	0	0	0	0	0
merdivenle çıkarak saldırmak	0	0	0	0	0	0	0	0	0	0
merhamet	0	0	0	0	0	0	0	0	0	0
merhametli	0	0	0	0	0	0	1	0	0	0
merhem	0	1	0	0	1	1	1	0	0	0
merhum	0	0	0	0	0	1	0	1	0	0
meridyen	0	0	0	0	0	0	0	0	0	0
merkez	0	0	0	0	0	0	1	0	0	1
merkezde toplamak	0	0	0	0	0	0	0	0	0	0
merkezden uzak	0	0	0	0	0	0	0	0	0	0
merkezi	0	0	0	0	0	0	0	0	0	0
merkezileştirme	0	0	0	0	0	0	0	0	0	0
merkeziyet	0	0	0	0	0	0	0	0	0	0
merkezkaç	0	0	0	0	0	0	0	0	0	0
mermer	0	0	0	0	0	0	0	0	0	0
Mermerler	0	0	0	0	0	0	0	0	0	0
mermi	0	0	0	0	0	0	0	0	0	0
mermiler	0	0	0	1	0	0	0	0	0	0
mersin balığı	0	0	0	0	0	0	0	0	0	0
mesafe	0	0	0	0	0	0	0	0	0	0
mesaj	0	0	0	0	0	0	0	0	0	0
meşale	0	0	0	0	0	0	0	0	0	0
mesane	0	0	0	0	0	0	0	0	0	0
meşe	0	0	0	0	0	0	1	0	0	0
mesele	0	0	0	0	0	0	0	0	0	0
meşgul	0	0	0	0	0	0	0	0	0	0
mesh	0	0	0	0	0	0	0	0	0	0
meşhur	0	0	0	0	0	0	1	0	0	0
mesire	0	0	0	0	0	0	0	0	0	0
Meslek	0	0	0	0	0	0	1	0	0	0
meslekten olmayan	0	0	0	0	0	0	0	0	0	0
meslekten olmayanlar	0	0	0	0	0	0	0	0	0	0
meşruluk	0	0	0	0	0	0	0	0	0	1
mest	0	0	0	0	1	0	1	0	1	1
mest olmus	0	1	0	0	1	0	1	0	1	0
metabolizma	0	0	0	0	0	0	0	0	0	0
metafizik	0	0	0	0	0	0	0	0	0	0
metafiziksel	0	0	0	0	0	0	0	0	0	0
metal	0	0	0	0	0	0	0	0	0	0
metalurji	0	0	0	0	0	0	0	0	0	0
metanet	0	0	0	0	1	0	1	0	0	1
metanol	0	0	0	0	0	1	0	0	0	0
metastaz	0	0	0	0	0	1	0	0	0	0
meteor	0	0	0	0	0	0	0	0	0	0
meteoroloji	0	0	0	0	0	0	0	0	0	0
meteorolojik	0	0	0	0	0	0	0	0	0	0
methiye	0	0	0	0	0	0	0	0	0	0
Metin	0	0	0	0	0	0	0	0	0	0
metre	0	0	0	0	0	0	0	0	0	0
metres	1	0	1	0	0	1	0	0	0	0
metrik	0	0	0	0	0	0	0	0	0	0
metro	0	0	0	0	0	0	0	0	0	0
metroloji	0	0	0	0	0	0	0	0	0	0
mevcut	0	0	0	0	0	0	0	0	0	0
mevzuat	0	0	0	0	0	0	0	0	0	0
meydan	0	0	0	0	0	0	0	0	0	0
meydan kavgası	0	0	0	1	0	1	0	0	0	0
meydan okuma	1	0	0	1	0	1	0	0	0	0
meydan okuyan	1	0	0	0	0	1	0	0	0	0
meydana	0	0	0	0	0	0	0	0	0	0
meyhane	0	0	0	0	0	0	0	0	0	0
meyil	0	0	0	0	0	0	0	0	0	0
meyletmek	0	1	0	1	0	1	0	0	0	0
meyve	0	0	0	0	0	0	0	0	0	0
meyve bahçesi	0	0	0	0	0	0	0	0	0	0
Meyve suyu	0	0	0	0	0	0	0	0	0	0
mezar	0	0	0	1	0	1	0	1	0	0
mezar taşı	0	0	0	0	0	0	0	0	0	0
mezarlık	0	0	0	1	0	1	0	1	0	0
mezat malı	0	0	0	0	0	0	0	0	0	0
mezatçı	0	0	0	0	0	0	0	0	0	0
meze	0	0	0	0	0	0	0	0	0	0
mezhebe bağlı	0	0	0	0	0	0	0	0	0	0
mezhep	0	0	0	0	0	0	0	0	0	0
mezmur	0	0	0	0	0	0	1	0	0	0
mezun erkek	0	0	0	0	0	0	0	0	0	0
mezuniyet	0	1	0	1	1	0	1	0	1	1
mick	0	0	0	0	0	0	0	0	0	0
mide	0	0	0	0	0	0	0	0	0	0
mide bulandırıcı	0	0	1	0	0	1	0	1	0	0
mide bulantısı	0	0	1	0	0	1	0	0	0	0
mide ekşimesi	0	0	0	0	0	1	0	0	0	0
midilli	0	0	0	0	0	0	0	0	0	0
mika	0	0	0	0	0	0	0	0	0	0
mikrobiyoloji	0	0	0	0	0	0	0	0	0	0
mikrofon	0	0	0	0	0	0	0	0	0	0
mikrogram	0	0	0	0	0	0	0	0	0	0
mikrometre	0	0	0	0	0	0	0	0	0	0
mikron	0	0	0	0	0	0	0	0	0	0
mikrop	0	1	1	0	0	0	0	0	0	0
mikroskobik	0	0	0	0	0	0	0	0	0	0
mikroskop	0	0	0	0	0	0	0	0	0	1
mikroskopla inceleme	0	0	0	0	0	0	1	0	0	0
Miktar	0	0	0	0	0	0	0	0	0	0
mil	0	0	0	0	0	0	0	0	0	0
milenyum	0	0	0	0	0	0	0	0	0	0
miligram	0	0	0	0	0	0	0	0	0	0
milimetre	0	0	0	0	0	0	0	0	0	0
milis	1	0	0	1	0	1	0	1	0	0
militan	0	0	0	0	0	0	0	0	0	0
millet meclisi üyesi	0	0	0	0	0	0	0	0	0	1
milletvekili	0	0	0	0	0	0	0	0	0	1
milliyet	0	0	0	0	0	0	0	0	0	0
milyar	0	0	0	0	0	0	0	0	0	0
milyon	0	0	0	0	0	0	0	0	0	0
milyoner	0	0	0	0	0	0	0	0	0	0
mim	0	0	0	0	0	0	1	0	0	0
mimar	0	0	0	0	0	0	0	0	0	0
mimari	0	0	0	0	0	0	0	0	0	1
mimik	0	0	0	0	0	0	0	0	0	0
minber	0	0	0	0	0	0	1	0	0	0
minder	0	0	0	0	0	0	1	0	0	0
mineral	0	0	0	0	0	0	0	0	0	0
mineraloji	0	0	0	0	0	0	0	0	0	0
minibüs	0	0	0	0	0	0	0	0	0	0
minik	0	0	0	0	0	0	0	0	0	0
minivan	0	0	0	0	0	0	0	0	0	0
minnettar	0	0	0	0	0	0	1	0	0	0
minyatür	0	0	0	0	0	0	0	0	0	0
miras	0	0	0	0	0	0	0	0	0	1
miras almak	0	0	0	0	0	0	0	0	0	0
miras bırakmak	0	0	0	0	0	0	0	0	0	0
mirasçı	0	0	0	0	0	0	0	0	0	0
mirasçılar	0	0	0	0	0	0	0	0	0	0
misafirperverlik	0	0	0	0	0	0	1	0	0	0
misilleme	1	0	0	1	0	1	0	1	0	0
misilleme yapmak	1	0	0	0	0	1	0	0	0	0
misinformed	0	0	0	0	0	0	0	0	0	0
misk	0	0	0	0	0	0	0	0	0	0
misket tüfeği	0	0	0	1	0	0	0	0	0	0
misplace	1	0	1	0	0	1	0	0	0	0
mistik	0	0	0	0	0	0	0	0	1	0
mistisizm	0	0	0	0	0	0	0	0	0	0
misyon	0	0	0	0	0	0	0	0	0	0
misyoner	0	0	0	0	0	0	1	0	0	0
mitoloji	0	0	0	0	0	0	0	0	0	0
mitolojik	0	0	0	0	0	0	0	0	0	0
miyav	0	0	0	0	0	0	0	0	0	0
miyop	0	0	0	0	0	0	0	0	0	0
miyopi	1	0	0	0	0	1	0	1	0	0
mizaç	0	0	0	0	0	0	0	0	0	0
mizahçı	0	0	0	0	0	0	1	0	0	0
mıhlanmış	0	0	0	0	0	0	0	0	0	0
mıknatıs	0	0	0	0	0	0	1	0	0	1
mırıldanmak	0	0	0	0	0	0	0	0	0	0
mırıltı	0	0	0	0	0	1	0	0	0	0
mırlamak	0	0	0	0	1	0	1	0	0	1
Mısır	0	0	0	0	0	0	0	0	0	0
Mısır nişastası	0	0	0	0	0	0	0	0	0	0
mızırdanmak	0	0	1	0	0	1	0	1	0	0
mızrak	0	0	0	0	0	0	0	0	0	0
mızraklı süvari	0	0	0	0	0	0	0	0	0	0
mobilya	0	0	0	0	0	0	0	0	0	0
mobilyasız	0	0	0	0	0	1	0	0	0	0
moda	0	0	0	0	0	0	0	0	0	0
modası geçmiş	0	0	0	0	0	1	0	0	0	0
modaya uygun	0	0	0	0	0	0	1	0	0	0
model	0	0	0	0	0	0	1	0	0	0
modelci	0	0	0	0	0	0	0	0	0	0
modern	0	0	0	0	0	0	0	0	0	0
modernlik	0	0	0	0	0	0	0	0	0	0
modül	0	0	0	0	0	0	0	0	0	0
modülasyon	0	0	0	0	0	0	0	0	0	0
modüle	0	0	0	0	0	0	0	0	0	0
mokasen	0	0	0	0	0	1	0	0	0	0
mol	0	0	0	0	0	0	0	0	0	0
mola	0	0	0	0	0	0	0	0	1	0
molekül	0	0	0	0	0	0	0	0	0	0
moleküler	0	0	0	0	0	0	0	0	0	0
moloz	0	0	0	1	0	1	0	1	0	0
moment	0	1	0	0	0	0	1	0	0	0
monad	0	0	0	0	0	0	0	0	0	0
monarşi	0	0	0	0	0	0	0	0	0	0
monografi	0	0	0	0	0	0	0	0	0	0
monogram	0	0	0	0	0	0	0	0	0	0
monokrom	0	0	1	0	0	1	0	0	0	0
monolog	0	0	0	0	0	0	0	0	0	0
monotonluk	0	0	0	0	0	0	0	0	0	0
montaj	0	0	0	0	0	0	0	0	0	0
mooted	0	0	0	0	0	0	0	0	0	0
mor	0	0	0	0	0	0	0	0	0	0
moratoryum	0	0	0	0	0	0	0	0	0	0
morbidite	1	0	1	1	0	1	0	1	0	0
morfin	0	0	0	0	0	0	0	0	0	0
morfizmanın	0	0	0	0	0	0	0	0	0	0
morfoloji	0	0	0	0	0	0	0	0	0	0
morg	0	0	1	1	0	1	0	1	0	0
Morina	0	0	0	0	0	0	0	0	0	0
moron	0	0	0	0	0	1	0	0	0	0
morötesi	0	0	0	0	0	0	0	0	0	0
mosmor	1	0	1	0	0	1	0	0	0	0
motor	0	0	0	0	0	0	0	0	0	0
motosiklet	0	0	0	0	0	0	0	0	0	0
mozaik	0	0	0	0	0	0	0	0	0	0
mozole	0	0	0	0	0	0	0	1	0	0
muaf	0	0	0	0	0	0	0	0	0	0
muafiyet	0	0	0	0	0	0	1	0	0	0
muamele	0	0	0	0	0	0	0	0	0	0
muamele görmek	0	0	0	0	0	0	0	0	0	0
muayene etmek	0	0	0	0	0	0	0	0	0	0
muazzam	0	0	0	0	0	0	0	0	0	0
